,Name,Business Status,Address,Price Level,Rating,Total Ratings,Types,Latitude,Longitude
6967,Jewel-Osco Pharmacy,OPERATIONAL,"2940 North Ashland Avenue, Chicago",2,4,21,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9354434,-87.670244
6968,CVS,OPERATIONAL,"3637 North Southport Avenue, Chicago",Price information not available,2.9,89,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9481869,-87.6637915
6969,Walgreens,OPERATIONAL,"1649 West Belmont Avenue, Chicago",2,2.5,107,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9394269,-87.6704847
6970,CVS,OPERATIONAL,"1031-1041 West Addison Street, Chicago",Price information not available,3,24,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.94705140000001,-87.65576229999999
6971,Walgreens,OPERATIONAL,"3201 North Broadway, Chicago",2,2.6,131,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9404234,-87.64424369999999
6972,Walgreens,OPERATIONAL,"3046 North Halsted Street, Chicago",2,2.2,129,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9378033,-87.6497502
6973,CVS,OPERATIONAL,"3033 North Broadway, Chicago",Price information not available,3,59,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.937479,-87.6440094
6974,Jewel-Osco Pharmacy,OPERATIONAL,"3531 North Broadway, Chicago",2,3.7,24,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.94681610000001,-87.6461949
6975,Mariano's Pharmacy,OPERATIONAL,"3030 North Broadway Suite 100, Chicago",Price information not available,3.5,11,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.93721559999999,-87.6446349
6976,Walgreens,OPERATIONAL,"3646 North Broadway, Chicago",2,2.9,85,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9486426,-87.64851259999999
6977,CVS,OPERATIONAL,"1031-1041 West Addison Street, Chicago",Price information not available,3,24,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.94705140000001,-87.65576229999999
6978,Walgreens,OPERATIONAL,"3201 North Broadway, Chicago",2,2.6,131,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9404234,-87.64424369999999
6979,Walgreens,OPERATIONAL,"3046 North Halsted Street, Chicago",2,2.2,129,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9378033,-87.6497502
6980,CVS,OPERATIONAL,"3033 North Broadway, Chicago",Price information not available,3,59,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.937479,-87.6440094
6981,Jewel-Osco Pharmacy,OPERATIONAL,"3531 North Broadway, Chicago",2,3.7,24,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.94681610000001,-87.6461949
6982,Mariano's Pharmacy,OPERATIONAL,"3030 North Broadway Suite 100, Chicago",Price information not available,3.5,11,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.93721559999999,-87.6446349
6983,Walgreens,OPERATIONAL,"9800 Irving Park Road, Schiller Park",2,4,58,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9559888,-87.8716378
6984,Walgreens,OPERATIONAL,"9800 Irving Park Road, Schiller Park",2,4,58,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9559888,-87.8716378
6985,Dollar General,OPERATIONAL,"7540 West Irving Park Road, Norridge",1,4.1,438,"['convenience_store', 'grocery_or_supermarket', 'drugstore', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.95282530000001,-87.81644349999999
6986,Dollar General,OPERATIONAL,"7540 West Irving Park Road, Norridge",1,4.1,438,"['convenience_store', 'drugstore', 'grocery_or_supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.95282530000001,-87.81644349999999
6987,Walgreens,OPERATIONAL,"4101 North Harlem Avenue, Norridge",2,2.4,95,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9546183,-87.8066613
6988,"Healthy Pulse Anna, Inc.",OPERATIONAL,"3819 North Harlem Avenue, Chicago",Price information not available,4.4,5,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.9495194,-87.80694779999999
6989,Jewel-Osco Pharmacy,OPERATIONAL,"6426 West Irving Park Road, Chicago",2,3.6,27,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9538197,-87.78766370000001
6990,Walgreens,OPERATIONAL,"4101 North Harlem Avenue, Norridge",2,2.4,95,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9546183,-87.8066613
6991,"Healthy Pulse Anna, Inc.",OPERATIONAL,"3819 North Harlem Avenue, Chicago",Price information not available,4.4,5,"['drugstore', 'pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",41.9495194,-87.80694779999999
6992,Jewel-Osco Pharmacy,OPERATIONAL,"6426 West Irving Park Road, Chicago",2,3.6,27,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9538197,-87.78766370000001
6993,Walgreens,OPERATIONAL,"5935 West Addison Street, Chicago",Price information not available,3.9,11,"['drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9455202,-87.7755967
6994,CVS,OPERATIONAL,"3615 North Central Avenue, Chicago",Price information not available,3,113,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9464377,-87.7664161
6995,Walgreens,OPERATIONAL,"5935 West Addison Street, Chicago",Price information not available,3.9,11,"['drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.9455202,-87.7755967
6996,CVS,OPERATIONAL,"3615 North Central Avenue, Chicago",Price information not available,3,113,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9464377,-87.7664161
6997,Walgreens,OPERATIONAL,"4040 North Cicero Avenue, Chicago",2,2.6,85,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9546352,-87.747733
6998,Jewel-Osco Pharmacy,OPERATIONAL,"4660 West Irving Park Road, Chicago",2,3.5,24,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9555331,-87.7449609
6999,Walgreens,OPERATIONAL,"4001 West Irving Park Road, Chicago",2,3.4,70,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9534467,-87.728104
7000,Jewel-Osco Pharmacy,OPERATIONAL,"4660 West Irving Park Road, Chicago",2,3.5,24,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.9555331,-87.7449609
7001,Walgreens,OPERATIONAL,"4001 West Irving Park Road, Chicago",2,3.4,70,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9534467,-87.728104
7002,Walgreens,OPERATIONAL,"3153 West Irving Park Road, Chicago",2,3,88,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9536795,-87.7073526
7003,Jewel-Osco Pharmacy,OPERATIONAL,"3572 North Elston Avenue, Chicago",2,3.4,80,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9451426,-87.70848389999999
7004,Walgreens,OPERATIONAL,"3153 West Irving Park Road, Chicago",2,3,88,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9536795,-87.7073526
7005,Jewel-Osco Pharmacy,OPERATIONAL,"3572 North Elston Avenue, Chicago",2,3.4,80,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.9451426,-87.70848389999999
7006,Jewel-Osco Pharmacy,OPERATIONAL,"3400 North Western Avenue, Chicago",2,3.6,16,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9432621,-87.6896513
7007,Walgreens,OPERATIONAL,"2301 West Irving Park Road, Chicago",2,2.9,50,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9537416,-87.68637749999999
7008,Walgreens,OPERATIONAL,"3358 North Western Avenue, Chicago",2,2.8,48,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.94281760000001,-87.6899327
7009,CVS,OPERATIONAL,"4051 North Lincoln Avenue, Chicago",Price information not available,2.9,88,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9555521,-87.6793084
7010,Walgreens,OPERATIONAL,"2301 West Irving Park Road, Chicago",2,2.9,50,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9537416,-87.68637749999999
7011,CVS,OPERATIONAL,"4051 North Lincoln Avenue, Chicago",Price information not available,2.9,88,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9555521,-87.6793084
7012,Jewel-Osco Pharmacy,OPERATIONAL,"3630 North Southport Avenue, Chicago",2,4.3,21,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.9481681,-87.6643737
7013,CVS,OPERATIONAL,"3637 North Southport Avenue, Chicago",Price information not available,2.9,89,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9481869,-87.6637915
7014,Walgreens,OPERATIONAL,"953 West Irving Park Road, Chicago",2,2.8,128,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9542502,-87.6540139
7015,CVS,OPERATIONAL,"1031-1041 West Addison Street, Chicago",Price information not available,3,24,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.94705140000001,-87.65576229999999
7016,Walgreens,OPERATIONAL,"953 West Irving Park Road, Chicago",2,2.8,128,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9542502,-87.6540139
7017,Jewel-Osco Pharmacy,OPERATIONAL,"3531 North Broadway, Chicago",2,3.7,24,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.94681610000001,-87.6461949
7018,Walgreens,OPERATIONAL,"3646 North Broadway, Chicago",2,2.9,85,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9486426,-87.64851259999999
7019,CVS,OPERATIONAL,"1031-1041 West Addison Street, Chicago",Price information not available,3,24,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.94705140000001,-87.65576229999999
7020,Jewel-Osco Pharmacy,OPERATIONAL,"3531 North Broadway, Chicago",2,3.7,24,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.94681610000001,-87.6461949
7021,Walgreens,OPERATIONAL,"3646 North Broadway, Chicago",2,2.9,85,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9486426,-87.64851259999999
7022,Walgreens,OPERATIONAL,"5 West Irving Park Road, Bensenville",2,3.1,62,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9614101,-87.94030889999999
7023,Walgreens,OPERATIONAL,"9800 Irving Park Road, Schiller Park",2,4,58,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9559888,-87.8716378
7024,Walgreens,OPERATIONAL,"9800 Irving Park Road, Schiller Park",2,4,58,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9559888,-87.8716378
7025,Jewel-Osco Pharmacy,OPERATIONAL,"4734 North Cumberland Avenue, Chicago",2,3.5,21,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.96554229999999,-87.8380772
7026,Jewel-Osco Pharmacy,OPERATIONAL,"4734 North Cumberland Avenue, Chicago",2,3.5,21,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.96554229999999,-87.8380772
7027,Dollar General,OPERATIONAL,"7540 West Irving Park Road, Norridge",1,4.1,438,"['convenience_store', 'drugstore', 'grocery_or_supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.95282530000001,-87.81644349999999
7028,Mariano's Pharmacy,OPERATIONAL,"7401 West Lawrence Avenue, Harwood Heights",Price information not available,4.3,10,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.9654782,-87.8128316
7029,Walgreens,OPERATIONAL,"4101 North Harlem Avenue, Norridge",2,2.4,95,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9546183,-87.8066613
7030,Mariano's Pharmacy,OPERATIONAL,"7401 West Lawrence Avenue, Harwood Heights",Price information not available,4.3,10,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.9654782,-87.8128316
7031,Jewel-Osco Pharmacy,OPERATIONAL,"6426 West Irving Park Road, Chicago",2,3.6,27,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9538197,-87.78766370000001
7032,Jewel-Osco Pharmacy,OPERATIONAL,"6426 West Irving Park Road, Chicago",2,3.6,27,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9538197,-87.78766370000001
7033,Walgreens,OPERATIONAL,"4343 North Central Avenue, Chicago",2,2.3,133,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.95993189999999,-87.7669343
7034,Walgreens,OPERATIONAL,"4343 North Central Avenue, Chicago",2,2.3,133,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.95993189999999,-87.7669343
7035,Walgreens,OPERATIONAL,"4040 North Cicero Avenue, Chicago",2,2.6,85,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9546352,-87.747733
7036,Jewel-Osco Pharmacy,OPERATIONAL,"4660 West Irving Park Road, Chicago",2,3.5,24,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.9555331,-87.7449609
7037,Walgreens,OPERATIONAL,"4001 West Irving Park Road, Chicago",2,3.4,70,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9534467,-87.728104
7038,Jewel-Osco Pharmacy,OPERATIONAL,"4660 West Irving Park Road, Chicago",2,3.5,24,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9555331,-87.7449609
7039,Walgreens,OPERATIONAL,"4001 West Irving Park Road, Chicago",2,3.4,70,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9534467,-87.728104
7040,Walgreens,OPERATIONAL,"3153 West Irving Park Road, Chicago",2,3,88,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9536795,-87.7073526
7041,Walgreens,OPERATIONAL,"4343 North Kedzie Avenue, Chicago",2,3.3,94,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9605432,-87.7079414
7042,Walgreens,OPERATIONAL,"3153 West Irving Park Road, Chicago",2,3,88,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9536795,-87.7073526
7043,Walgreens,OPERATIONAL,"4343 North Kedzie Avenue, Chicago",2,3.3,94,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9605432,-87.7079414
