Dunkin', OPERATIONAL, 4302 South Ashland Avenue, Chicago, 1, 3.9, 669, 41.8157144, -87.66542199999999
KFC, OPERATIONAL, 4715 West Fullerton Avenue, Chicago, 1, 3.6, 879, 41.92400629999999, -87.74453919999999
Breakfast Cafe, CLOSED_TEMPORARILY, Stone Park, Price information not available, 4.7, 3, 41.8977393, -87.8831293
Fried Junction, OPERATIONAL, 6349 North Claremont Avenue, Chicago, 2, 4.3, 32, 41.9973605, -87.6884595
All About Birria, OPERATIONAL, 4014 West 58th Street, Chicago, 1, 1, 1, 41.7879497, -87.7236879
Barraco's Pizza, OPERATIONAL, 3701 West 95th Street, Evergreen Park, 2, 4, 2036, 41.7202655, -87.7142702
Subway, OPERATIONAL, 627 Devon Avenue, Park Ridge, 1, 3.9, 103, 41.9963725, -87.8325158
Pretty Please Bistro, CLOSED_TEMPORARILY, 210 Lake Street, Oak Park, Price information not available, 4.1, 18, 41.8884827, -87.7803878
Carnicerias Jimenez, OPERATIONAL, 3850 West Fullerton Avenue, Chicago, Price information not available, 4.2, 1151, 41.924694, -87.7237167
McDonald's, OPERATIONAL, 11 North 1st Avenue, Maywood, 1, 3.8, 909, 41.8882892, -87.83351669999999
Charleys Cheesesteaks, OPERATIONAL, 5220 Fashion Outlets Way Space F7, Rosemont, 1, 3.3, 72, 41.9743423, -87.8679733
Allende Restaurant #1, OPERATIONAL, 2408 North Lincoln Avenue, Chicago, 1, 4.2, 598, 41.9257148, -87.6493752
Red Apple Buffet-Restaurant, OPERATIONAL, 6474 North Milwaukee Avenue, Chicago, 2, 4.3, 1412, 41.99893, -87.7897484
Roger's Wing, OPERATIONAL, 6748 North Sheridan Road, Chicago, 1, 3.7, 65, 42.0049256, -87.66125339999999
Blanquitas Tamales, OPERATIONAL, 2105 South Laramie Avenue, Cicero, 1, 4, 184, 41.8527107, -87.75388339999999
Wing Snob, OPERATIONAL, 3608 West Touhy Avenue, Skokie, Price information not available, No rating, No ratings, 42.01222670000001, -87.7192117
Flames grill fish and chicken, CLOSED_TEMPORARILY, 9454 South Cottage Grove Avenue, Chicago, 2, 4.3, 67, 41.7222902, -87.6049998
La Oaxaquena, OPERATIONAL, 3382 North Milwaukee Avenue, Chicago, 2, 4, 10, 41.9426494, -87.72996619999999
Ali's Nihari & BBQ, OPERATIONAL, 2548 West Devon Avenue, Chicago, 2, 4.2, 607, 41.9977522, -87.6943237
Amici-Chicago, OPERATIONAL, 3933 North Broadway, Chicago, 2, 4.9, 158, 41.95374440000001, -87.6498635
SAINE Hot Dog, OPERATIONAL, 2557 West Chicago Avenue, Chicago, Price information not available, No rating, No ratings, 41.895506, -87.6915835
Friistyle Chicago, OPERATIONAL, 7114 South Yates Boulevard, Chicago, 2, 4.4, 546, 41.7657405, -87.5666885
Mr. Submarine, OPERATIONAL, 11947 South Pulaski Road, Alsip, 1, 4.3, 181, 41.6753005, -87.71925350000001
BABA'S FAMOUS STEAK AND LEMONADE, CLOSED_TEMPORARILY, 344 North Laramie Avenue, Chicago, 1, 3.2, 89, 41.886915, -87.7555194
Popeyes Louisiana Kitchen, OPERATIONAL, 2701 West 95th Street, Evergreen Park, 1, 3.3, 1384, 41.7206381, -87.6906534
Healthy Happy Body, OPERATIONAL, 7503 West Diversey Avenue, Elmwood Park, Price information not available, 5, 4, 41.9305672, -87.8141107
Panera Bread, OPERATIONAL, 108 East North Avenue, Elmhurst, 2, 4.2, 876, 41.9056517, -87.94070029999999
Popeyes Louisiana Kitchen, OPERATIONAL, 1356 West 47th Street, Chicago, 1, 3.3, 978, 41.8089573, -87.6597736
Four Seasons Dumplings 四季饺子馆, OPERATIONAL, 3205 South Halsted Street, Chicago, 2, 4.3, 188, 41.8360163, -87.6458318
The Burger Point, OPERATIONAL, 1900 South State Street, Chicago, 2, 4.7, 1678, 41.856206, -87.627439
Harold's Chicken #55, OPERATIONAL, 129 West 87th Street, Chicago, 2, 3.9, 1453, 41.7360301, -87.62796329999999
Bourgeois Pig Cafe, OPERATIONAL, 738 West Fullerton Avenue, Chicago, 2, 4.4, 920, 41.92567340000001, -87.6479217
El Milagro Tortillas, OPERATIONAL, 1927 South Blue Island Avenue, Chicago, 1, 4.6, 1652, 41.85531649999999, -87.6630381
FALAFEL DREAM, OPERATIONAL, 3950 North Harlem Avenue, Chicago, 1, 4.2, 443, 41.9522187, -87.8076588
Three Sons Restaurant, OPERATIONAL, 6200 South Archer Avenue, Chicago, 1, 4.5, 991, 41.7940061, -87.7747385
Marcos Tacos & Catering, OPERATIONAL, 3853 Carnation Street, Franklin Park, 1, 4.4, 129, 41.95065779999999, -87.8881644
16 Wing Path, OPERATIONAL, 4131 North Rockwell Street, Chicago, Price information not available, No rating, No ratings, 41.9567807, -87.6929957
New Archview Restaurant— The Chicago Room, OPERATIONAL, 3480 South Archer Avenue, Chicago, 2, 4.2, 1293, 41.8307338, -87.67747109999999
The Monkey's Paw, OPERATIONAL, 2524 North Southport Avenue, Chicago, 2, 4.5, 404, 41.92782429999999, -87.6636453
Subway, OPERATIONAL, 3601B North Western Avenue, Chicago, 1, 3.4, 121, 41.946995, -87.68780129999999
Sharks Fish & Chicken, OPERATIONAL, 6046 South Western Avenue, Chicago, 2, 3.8, 270, 41.78331019999999, -87.684044
UOVO Restaurant, OPERATIONAL, 5412 LaGrange Road, Countryside, Price information not available, No rating, No ratings, 41.7915466, -87.8691687
Quesadilla La Reina del Sur, OPERATIONAL, 2237 North Western Avenue, Chicago, 1, 4.5, 1191, 41.9228131, -87.6873001
The Halal Burger, OPERATIONAL, 6234 North California Avenue, Chicago, 1, 4.2, 1228, 41.9950129, -87.6999213
Dappers East, OPERATIONAL, 2901 West Addison Street, Chicago, 1, 4.4, 956, 41.946445, -87.700721
Mekato's Colombian Bakery, OPERATIONAL, 5423 North Lincoln Avenue, Chicago, 1, 4.3, 1244, 41.9802483, -87.69248449999999
LP’s T.A.P. House, OPERATIONAL, 2251 North Lincoln Avenue, Chicago, 2, 4, 521, 41.9231633, -87.64535099999999
Maggiano's Little Italy, OPERATIONAL, 240 Oakbrook Center, Oak Brook, 2, 4.5, 3255, 41.8499054, -87.9511216
Popeyes Louisiana Kitchen, OPERATIONAL, 2556 South California Avenue, Chicago, 1, 3.6, 554, 41.8448258, -87.6955832
El Jacalito, OPERATIONAL, 8465 South Commercial Avenue, Chicago, 1, 4.6, 257, 41.7417457, -87.5513776
Positanos Pizza, OPERATIONAL, 4844 South Ashland Avenue, Chicago, 1, 4, 211, 41.8055065, -87.66508689999999
Dylans Tavern & Grill, OPERATIONAL, 118 South Clinton Street, Chicago, 2, 3.9, 828, 41.87977779999999, -87.64131130000001
The hotWing joint, CLOSED_TEMPORARILY, 1535 West 79th Street, Chicago, Price information not available, 3.7, 7, 41.75013819999999, -87.66244139999999
Berwyn Chicken Co., OPERATIONAL, 7021 Roosevelt Road, Berwyn, 1, 4.3, 251, 41.86486130000001, -87.7999968
JUST PIZZA, CLOSED_TEMPORARILY, 4349 West Fullerton Avenue, Chicago, 1, 3.7, 57, 41.924153, -87.7360392
El Muchacho Alegre, OPERATIONAL, 3036 North Pulaski Road, Chicago, 2, 4.2, 181, 41.9365933, -87.727243
KFC, OPERATIONAL, 10200 South Halsted Street, Chicago, 1, 3.7, 743, 41.7084038, -87.64316099999999
1308 Chicago, OPERATIONAL, 1308 North Elston Avenue, Chicago, 2, 4.5, 132, 41.9056954, -87.66013980000001
Ciazza Grill - Marriott, OPERATIONAL, 1200 Burr Ridge Parkway, Burr Ridge, 2, 3.6, 67, 41.7561647, -87.9093956
Big O's, OPERATIONAL, Chicago, Price information not available, No rating, No ratings, 41.9094498, -87.77299409999999
Mixteco Grill (North Center), OPERATIONAL, 2245 West Irving Park Road, Chicago, 2, 4.7, 38, 41.95382239999999, -87.68540449999999
It's Just Wings, OPERATIONAL, 1750 West 119th Street, Chicago, 2, 2.9, 13, 41.6777, -87.66590000000001
Mi Linda Hacienda, OPERATIONAL, 4406 West Armitage Avenue, Chicago, 2, 4.4, 543, 41.917182, -87.73674969999999
Dunkin', OPERATIONAL, 5205 North Nagle Avenue, Chicago, 1, 3.9, 394, 41.9759685, -87.78750509999999
Tacos Don "Memo", OPERATIONAL, 10536 South Torrence Avenue, Chicago, 1, 4.4, 272, 41.70354270000001, -87.55985199999999
Gavroche, OPERATIONAL, 1529 North Wells Street, Chicago, Price information not available, 4.7, 51, 41.9099899, -87.6344013
Carry-Out Carry-On, OPERATIONAL, Terminal 2, Gate E2 Chicago O'Hare International Airport 10000 10000 West, Bessie Coleman Drive, Chicago, 2, 3.8, 13, 41.9756299, -87.9059233
Sweet Dragon Boba Tea, OPERATIONAL, 4800 West Irving Park Road, Chicago, 1, 3.9, 123, 41.9535936, -87.74791549999999
The Sandlot, OPERATIONAL, 1120 West Touhy Avenue, Park Ridge, 1, 4.5, 1035, 42.011048, -87.840249
Church's Texas Chicken, OPERATIONAL, 600 South 5th Avenue, Maywood, 1, 3.6, 1155, 41.882279, -87.83930869999999
Sarpino's Pizzeria Harwood Heights, OPERATIONAL, 5110 North Harlem Avenue, Harwood Heights, 2, 4.2, 588, 41.9730905, -87.8074286
Club 81 Too, OPERATIONAL, 13157 South Avenue M, Chicago, 1, 4.5, 289, 41.65562779999999, -87.5371778
Subway, OPERATIONAL, Kedzie & Wilson, 4552 North Kedzie Avenue, Chicago, 1, 3.9, 93, 41.96448049999999, -87.7088481
Coda di Volpe, OPERATIONAL, 3335 North Southport Avenue, Chicago, 3, 4.6, 1264, 41.94263979999999, -87.663589
Special O'Cajun Restaurant, OPERATIONAL, 3451 West Madison Street, Chicago, 2, 4.6, 56, 41.8806213, -87.713073
Blondie's Diner, OPERATIONAL, 8921 West Grand Avenue, River Grove, 1, 4.7, 868, 41.92901310000001, -87.8488951
Andy's Frozen Custard, OPERATIONAL, 9507 South Cicero Avenue, Oak Lawn, 1, 4.6, 1579, 41.719281, -87.74032880000001
Pauline's, OPERATIONAL, 1754 West Balmoral Avenue, Chicago, 1, 4.5, 822, 41.97986299999999, -87.6743772
El Famous Burrito (Elmhurst), OPERATIONAL, 904 North York Street, Elmhurst, 1, 4.3, 991, 41.92741110000001, -87.9401165
Mermaid Fish & Chicken, OPERATIONAL, 6421 South Doctor Martin Luther King Junior Drive, Chicago, 2, 4, 48, 41.7777237, -87.6152055
El Cangrejo seafood restaurant, OPERATIONAL, 4472 South Archer Avenue, Chicago, 2, 4.5, 1037, 41.8121036, -87.7078152
Mr. Orange Chicken, CLOSED_TEMPORARILY, 12853 South Ashland Avenue, Calumet Park, 1, 3.9, 390, 41.6588383, -87.6604839
McDonald's, OPERATIONAL, 626 North Harlem Avenue, River Forest, 1, 3.7, 1126, 41.8916647, -87.8055011
The Park Supper Club, OPERATIONAL, 65 East Garfield Boulevard, Chicago, Price information not available, 4.3, 196, 41.7941627, -87.6228179
Sun Rey Cafe, OPERATIONAL, 1357 North Western Avenue, Chicago, 2, 4.7, 200, 41.9065275, -87.6868308
Taqueria Los dos hermanos #2, OPERATIONAL, 11901 South 80th Avenue, Palos Park, 2, 4.6, 43, 41.6746869, -87.81522679999999
Hands On Thai & Sushi - Addison St., OPERATIONAL, 7117 West Addison Street, Chicago, 2, 4.1, 494, 41.94511659999999, -87.8040542
Sonny's Express, OPERATIONAL, 141 Vine Avenue, Park Ridge, 3, 4.5, 137, 42.0090158, -87.83024990000001
Martin's Corner, OPERATIONAL, 2058 West 22nd Place, Chicago, 1, 4.5, 286, 41.85132599999999, -87.6780777
Ava’s Wine Bar and Gaming Lounge, OPERATIONAL, 7700 West 26th Street, North Riverside, Price information not available, 4.2, 37, 41.8432518, -87.8158122
Villa Rosa Pizza, OPERATIONAL, 5786 South Archer Avenue, Chicago, 2, 4.2, 573, 41.7965936, -87.7579988
Amorino, OPERATIONAL, 5220 Fashion Outlets Way #8130, Chicago, 2, 4.9, 161, 41.9742941, -87.8673594
TequesBites, CLOSED_TEMPORARILY, 1735 North Central Avenue, Chicago, Price information not available, 4, 4, 41.91225780000001, -87.765244
115 Bourbon Street, OPERATIONAL, 3359 West 115th Street, Merrionette Park, 2, 4.3, 3180, 41.6833793, -87.7050804
Golden Crust Pizza and Tap, OPERATIONAL, 4620 North Kedzie Avenue, Chicago, 2, 4.2, 663, 41.96538229999999, -87.7086975
Xtreme Nutrition, OPERATIONAL, 852 South 17th Avenue, Maywood, Price information not available, 5, 9, 41.8787615, -87.8540398
Rosati's Pizza, OPERATIONAL, 720 East 31st Street, La Grange Park, 2, 4.1, 180, 41.8341363, -87.8661961
Oiistar, OPERATIONAL, 1385 North Milwaukee Avenue, Chicago, 2, 4.6, 1316, 41.9070765, -87.67210109999999
Gorée Cuisine, OPERATIONAL, 1126 East 47th Street, Chicago, 2, 4.8, 1123, 41.80974459999999, -87.5981467
Tacos El Tio, OPERATIONAL, 1115 Lake Street, Oak Park, 1, 3.9, 441, 41.88849390000001, -87.80323899999999
La Roqueta, OPERATIONAL, 4023 West 31st Street, Chicago, 1, 4.2, 440, 41.83677650000001, -87.7253049
The Rosebud, CLOSED_TEMPORARILY, 1500 West Taylor Street, Chicago, 3, 4.5, 1088, 41.869445, -87.66427519999999
Tavern on the Point, OPERATIONAL, 6724 North Northwest Highway, Chicago, 2, 4.4, 647, 42.0031038, -87.8171771
Tropicuba, OPERATIONAL, 5606 West Irving Park Road, Chicago, 1, 4.3, 232, 41.95355869999999, -87.76740269999999
Dunkin', OPERATIONAL, 9100 South Commercial Avenue, Chicago, 1, 4.1, 587, 41.7298952, -87.5520337
La Barra, OPERATIONAL, 2 East Burlington Street, Riverside, 2, 4.3, 769, 41.8282687, -87.8194999
Rockk Customz Grillz, OPERATIONAL, 5708 West Diversey Avenue, Chicago, Price information not available, 5, 8, 41.9314492, -87.76909049999999
Martello's Pizza, OPERATIONAL, 4124 West Armitage Avenue, Chicago, 2, 4.9, 62, 41.9173177, -87.7300334
The J. Parker, OPERATIONAL, 1816 North Clark Street, Chicago, 2, 4.3, 1673, 41.91526999999999, -87.63438
Sultan Kebab & Shawerma, OPERATIONAL, 7118 Mannheim Road, Rosemont, 2, 4.7, 612, 42.0084191, -87.8870851
Cafe Mustache, OPERATIONAL, 2313 North Milwaukee Avenue, Chicago, 1, 4.5, 729, 41.9233059, -87.69779989999999
Dunkin', OPERATIONAL, 1117 West Granville Avenue, Chicago, 1, 3.8, 86, 41.9938608, -87.6590871
Mama K's, CLOSED_TEMPORARILY, 2615 West Lawrence Avenue, Chicago, Price information not available, No rating, No ratings, 41.9683724, -87.6944546
Mehrab Restaurant, OPERATIONAL, 2437 West Devon Avenue, Chicago, Price information not available, 4.1, 217, 41.9975181, -87.6913917
Popeyes Louisiana Kitchen, OPERATIONAL, 1600 West Irving Park Road, Chicago, 1, 3.9, 1203, 41.95453699999999, -87.6694844
Thorntons, OPERATIONAL, 476 North York Street, Elmhurst, Price information not available, 4.4, 236, 41.9125523, -87.940342
Starbucks, OPERATIONAL, 10301 South Cicero Avenue, Oak Lawn, 2, 4.3, 532, 41.705014, -87.73993899999999
La Catrina Mexican Restaurant, OPERATIONAL, 3123 West 111th Street, Chicago, Price information not available, 4.7, 19, 41.69137889999999, -87.6993634
Small Cheval- Rosemont, OPERATIONAL, 9421 West Higgins Road, Rosemont, 1, 3.5, 377, 41.99130099999999, -87.86166349999999
La Monarca Michoacana, OPERATIONAL, 3251 West North Avenue, Chicago, Price information not available, 4.6, 43, 41.9098608, -87.7090807
Grill City, OPERATIONAL, 5033 North Elston Avenue, Chicago, 2, 2.6, 52, 41.9728975, -87.7460004
Chikis, OPERATIONAL, 6621 North Clark Street, Chicago, 1, 4.3, 6, 42.002355, -87.67185350000001
Potbelly Sandwich Shop, OPERATIONAL, 3424 North Southport Avenue, Chicago, 1, 4, 205, 41.9441222, -87.6641075
Chop Suey Huang, OPERATIONAL, 5202 North Lincoln Avenue, Chicago, 1, 4.5, 98, 41.9761263, -87.6927518
Chinese Food, OPERATIONAL, 3901 South California Avenue, Chicago, Price information not available, 4.5, 8, 41.8226884, -87.6944872
Chicago Hot Dog, OPERATIONAL, 82430 Lakefront Trail, Chicago, Price information not available, 4.1, 7, 41.8689343, -87.6163742
Mr J Fish & Chicken, OPERATIONAL, 7601 South Halsted Street, Chicago, 1, 4.2, 636, 41.7558961, -87.64386870000001
Oki sushi and thai chicago, OPERATIONAL, 6818 West North Avenue, Chicago, Price information not available, 4.9, 39, 41.909201, -87.79564169999999
Sai Café, OPERATIONAL, 1114 West Armitage Avenue, Chicago, 2, 4.7, 219, 41.9182341, -87.6561199
Papa Johns Pizza, OPERATIONAL, 2640 North Clark Street, Chicago, 1, 2.3, 190, 41.93058870000001, -87.64399139999999
Bliss Dry Bar, OPERATIONAL, 2137 Oak Park Avenue, Berwyn, Price information not available, 5, 1, 41.851119, -87.7930458
The Palm - Chicago, OPERATIONAL, 323 East Wacker Drive, Chicago, 4, 4.3, 703, 41.8874577, -87.6195718
Пуерторикански ресторант "Малкото мофонго", OPERATIONAL, 3625 West North Avenue, Chicago, 1, 4.5, 327, 41.9097318, -87.71782130000001
Esmé, OPERATIONAL, 2200 North Clark Street Suite B, Chicago, 4, 4.5, 261, 41.92207639999999, -87.6386157
Taqueria Amigo Chino, OPERATIONAL, 5601 West Irving Park Road, Chicago, 2, 3.9, 2372, 41.9530136, -87.7671757
Maxwell Street Polish, OPERATIONAL, 7445 South State Street, Chicago, Price information not available, 4, 1002, 41.7586924, -87.62457719999999
Cytee's, OPERATIONAL, 8061 South Cottage Grove Avenue, Chicago, Price information not available, No rating, No ratings, 41.7477656, -87.60495189999999
Super Taco Express #2, OPERATIONAL, 4949 Butterfield Road, Hillside, Price information not available, 4.5, 60, 41.8762037, -87.907372
Withufusion Cuisine, OPERATIONAL, 3132 South Morgan Street, Chicago, Price information not available, 5, 37, 41.836974, -87.6512841
Burger King, OPERATIONAL, 1401 West Fullerton Avenue, Chicago, 1, 3.7, 578, 41.92503909999999, -87.6635385
Coctel de Camaron Cart, CLOSED_TEMPORARILY, 2189 South Troy Street, Chicago, Price information not available, No rating, No ratings, 41.8519123, -87.70391219999999
Wild Burger Brookfield Zoo, OPERATIONAL, Wild Burger, Brookfield, Price information not available, 2.4, 14, 41.8322017, -87.8378559
Chicago's Home of Chicken & Waffles, OPERATIONAL, 3947 South King Drive, Chicago, 2, 4.1, 3780, 41.8224676, -87.6165202
M&B Nutrition Health Spot, OPERATIONAL, 3753 West Montrose Avenue, Chicago, Price information not available, 5, 2, 41.9608486, -87.7225212
Capri Banquets, OPERATIONAL, 12303 South Harlem Avenue, Palos Heights, Price information not available, 4.7, 12, 41.66768399999999, -87.79585209999999
Ese’s kitchen, CLOSED_TEMPORARILY, 7301 North Ridge Boulevard, Chicago, Price information not available, 4.9, 7, 42.0143289, -87.6834985
Gale Street Inn Chicago, OPERATIONAL, 4914 North Milwaukee Avenue, Chicago, 2, 4.5, 1330, 41.9699297, -87.7628968
Tacos El Diablo, OPERATIONAL, 139th St &, South Claire Boulevard, Robbins, Price information not available, 4.8, 5, 41.64032170000001, -87.7051395
little Angelo's pizza, OPERATIONAL, 7112 Mannheim Road, Rosemont, 2, 4.2, 873, 42.0083838, -87.8869912
Harold's Chicken Shack, OPERATIONAL, 2132 South Michigan Avenue, Chicago, 2, 3.5, 687, 41.8532282, -87.624088
Panda Express, OPERATIONAL, 7160 Carpenter Road, Skokie, 1, 4.1, 505, 42.0111245, -87.76229719999999
CHIBACHI, OPERATIONAL, 5858 North Lincoln Avenue, Chicago, 2, 4.8, 27, 41.9877474, -87.7034633
Olive Garden Italian Restaurant, OPERATIONAL, 4801 West 77th Street, Burbank, 2, 4.1, 4630, 41.753822, -87.742059
Wok n Fire - Burr Ridge, OPERATIONAL, 590 Village Center Drive, Burr Ridge, 2, 4.1, 663, 41.75289799999999, -87.911768
Parlor Pizza Bar Wicker Park, OPERATIONAL, 1824 West Division Street, Chicago, 2, 4.4, 2167, 41.9034035, -87.6734244
White Castle, OPERATIONAL, 7900 South Harlem Avenue, Bridgeview, 1, 4.1, 979, 41.747689, -87.800248
Angel's Pancake Cafe 2, OPERATIONAL, 777 North York Road Suite 22, Hinsdale, Price information not available, 4.9, 41, 41.8157539, -87.92455249999999
Pines Room, OPERATIONAL, 51 Summit Avenue, Park Ridge, Price information not available, 4.7, 24, 42.00963599999999, -87.8301445
Starbucks, OPERATIONAL, 7737 West 95th Street Unit A, Hickory Hills, 2, 3.7, 185, 41.71805190000001, -87.8113044
Subway, OPERATIONAL, 151 East Randolph Street Suite C42, Chicago, 1, 2.4, 39, 41.8843757, -87.6247358
Habrae Thai dessert cafe & restaurant, OPERATIONAL, 7230 Madison Street, Forest Park, 2, 4.7, 229, 41.8795201, -87.8062518
Osteria Langhe, OPERATIONAL, 2824 West Armitage Avenue, Chicago, 3, 4.6, 646, 41.9176306, -87.6982833
Spicybee, CLOSED_TEMPORARILY, 5301 West Belmont Avenue, Chicago, Price information not available, 3.7, 38, 41.9383334, -87.75932410000001
Captain Hooks, OPERATIONAL, 601 East 79th Street, Chicago, 1, 3.5, 47, 41.7508333, -87.6097222
Del Rio Pizzeria, OPERATIONAL, 5938 West 16th Street, Cicero, 2, 4.5, 107, 41.85827500000001, -87.7732304
Uni Sushi, OPERATIONAL, 1752 West North Avenue, Chicago, 2, 4.3, 143, 41.9106546, -87.6722534
Toro Asian Buffet, OPERATIONAL, 4618 West Diversey Avenue, Chicago, Price information not available, 3.8, 122, 41.9334156, -87.74258309999999
Wendy's, OPERATIONAL, 5472 North Harlem Avenue, Chicago, 1, 3.7, 1402, 41.980359, -87.807338
Vari’s Southern Cuisine, OPERATIONAL, 4735 Butterfield Road, Hillside, 1, 4.4, 99, 41.8774876, -87.901748
Maxi Bakery, OPERATIONAL, 8712 South Commercial Avenue, Chicago, Price information not available, 4.8, 45, 41.7369414, -87.5516754
Munchies Snack Bar, OPERATIONAL, 2537 South Wabash Avenue, Chicago, Price information not available, 3, 1, 41.8463923, -87.62488859999999
Milo's Pita, CLOSED_TEMPORARILY, 5731 North Lincoln Avenue, Chicago, 1, 4.5, 475, 41.9860779, -87.6995711
Oberoi's Authentic Indian Food Is relocating., CLOSED_TEMPORARILY, 2439 West Devon Avenue, Chicago, 1, 4, 338, 41.9975005, -87.6914401
Subway, OPERATIONAL, 4157 West Peterson Avenue, Chicago, 1, 3.4, 71, 41.989812, -87.7338353
Dunkin', OPERATIONAL, 1317 South 1st Avenue, Maywood, 1, 3.6, 286, 41.8759731, -87.83353950000001
Ricura Mexicana, OPERATIONAL, 5741 North Lincoln Avenue, Chicago, Price information not available, 3.9, 15, 41.9861313, -87.6996681
Richie's Restaurant, OPERATIONAL, 9812 Lawrence Avenue, Schiller Park, 1, 4.3, 834, 41.965869, -87.871782
Margie's Candies, OPERATIONAL, 1813 West Montrose Avenue, Chicago, 1, 4.6, 1257, 41.9613717, -87.6749322
Rooftop Tap, OPERATIONAL, 12231 South Harlem Avenue, Palos Heights, 2, 4, 528, 41.6685826, -87.7962307
DiMaggio Cafe Restaurant & Pizza, OPERATIONAL, 7326 West Lawrence Avenue, Harwood Heights, 2, 4.6, 282, 41.967604, -87.81097299999999
SANDWICHÓN CAFÉ, OPERATIONAL, 2651 North Harlem Avenue, Elmwood Park, Price information not available, 4, 33, 41.9285404, -87.8061549
Tacos, OPERATIONAL, 2500 South Troy Street, Chicago, Price information not available, No rating, No ratings, 41.8462348, -87.70428559999999
Andy's Frozen Custard, OPERATIONAL, 1319 West North Avenue, Melrose Park, 1, 4.1, 40, 41.9086902, -87.84928819999999
Chopstick Express, OPERATIONAL, 7230 North Harlem Avenue, Chicago, 1, 3.8, 39, 42.0126744, -87.8070118
Holy Smoques BBQ, OPERATIONAL, 2524 South California Avenue, Chicago, 2, 4.4, 44, 41.845691, -87.69541079999999
Taqueria La Herencia, OPERATIONAL, 6828 South Pulaski Road, Chicago, 2, 4.8, 28, 41.7686867, -87.7228129
Noon O Kabab of Hickory Hills, OPERATIONAL, 8821 West 87th Street, Hickory Hills, 2, 4.8, 748, 41.7312683, -87.8385278
Jamaican Tropical Cuisine, OPERATIONAL, 2200 East 79th Street, Chicago, 2, 4.2, 280, 41.75197819999999, -87.57066119999999
Folklore | Argentine Restaurant, OPERATIONAL, 2100 West Division Street, Chicago, 2, 4.5, 1110, 41.9033182, -87.6798869
Wendy's, OPERATIONAL, 145 South Western Avenue, Chicago, 1, 3.4, 2156, 41.8790513, -87.68601269999999
The Howard Street Inn, OPERATIONAL, 6700 West Howard Street, Niles, 2, 4.5, 885, 42.0195906, -87.79435319999999
The Glunz Tavern, OPERATIONAL, 1202 North Wells Street, Chicago, 2, 4.4, 260, 41.9040365, -87.6347493
Bodhi Thai Bistro, OPERATIONAL, 6211 Roosevelt Road, Berwyn, 2, 4.7, 678, 41.8652211, -87.7796771
Chipotle Mexican Grill, OPERATIONAL, 2000 North Clybourn Avenue, Chicago, 1, 3.7, 293, 41.91771720000001, -87.66007599999999
Jimmy John's, OPERATIONAL, 1250 South Michigan Avenue, Chicago, 1, 3.3, 91, 41.8659823, -87.6243183
J.J. Sausage, OPERATIONAL, 2649 West 87th Street, Evergreen Park, 1, 4.3, 998, 41.7351962, -87.6892914
shrimp stop, OPERATIONAL, 3849 West Madison Street, Chicago, 1, 4.7, 52, 41.8805347, -87.7227452
John's Place, OPERATIONAL, 2132 West Roscoe Street, Chicago, 2, 4.5, 390, 41.94339590000001, -87.6822668
Lucina’s Nutrition Bar, OPERATIONAL, 1738 West Greenleaf Avenue, Chicago, Price information not available, No rating, No ratings, 42.01031589999999, -87.67385639999999
White sheep cafe, OPERATIONAL, Dr. Vernon O. Crawley Science Hall, 9000 College Parkway, Palos Hills, 1, 5, 1, 41.69205839999999, -87.8390508
El Tapeo, OPERATIONAL, 2100 Spring Road, Oak Brook, 3, 4.1, 199, 41.85026619999999, -87.9489802
Aloha Hawaiian BBQ, OPERATIONAL, 2825 West Cermak Road, Chicago, 2, 4.9, 77, 41.851686, -87.6965465
S2 Ultra Bar, OPERATIONAL, 13053 South Ashland Avenue, Calumet Park, 2, 3.9, 399, 41.65710139999999, -87.6585606
Hunan Inn, CLOSED_TEMPORARILY, 7222 West College Drive, Palos Heights, Price information not available, 4.2, 157, 41.6760417, -87.7991576
IHOP, OPERATIONAL, 4210 North Cicero Avenue, Chicago, 1, 3.7, 1640, 41.9571935, -87.74778289999999
Fattoush, OPERATIONAL, 10700 South Harlem Avenue, Worth, 2, 4.2, 2622, 41.6968081, -87.79819379999999
Willow Springs Family Restaurant, OPERATIONAL, 8306 Archer Avenue, Willow Springs, 1, 4.6, 529, 41.73950600000001, -87.86403899999999
Spencer's Red Hots, OPERATIONAL, 3713 West Chicago Avenue, Chicago, Price information not available, No rating, No ratings, 41.895168, -87.7193489
McDonald's, OPERATIONAL, 6900 South Lafayette Avenue, Chicago, 1, 3.1, 2532, 41.768524, -87.62701799999999
McCook Bohemian Restaurant & Lounge, OPERATIONAL, 8300 Joliet Road, McCook, 2, 4.5, 752, 41.8013635, -87.8280646
Super Tacos El Guero, OPERATIONAL, 2420 South Wood Street, Chicago, Price information not available, No rating, No ratings, 41.8463266, -87.67121809999999
Applebee's Grill + Bar, OPERATIONAL, 9380 Joliet Road, Hodgkins, 2, 3.8, 1655, 41.780428, -87.86275359999999
Sabor de mi Tierra Mexican Grill Stone Park, OPERATIONAL, 1700 Mannheim Road, Stone Park, 2, 4.6, 532, 41.9037114, -87.8842009
McDonald's, CLOSED_TEMPORARILY, 8800 Grand Avenue, River Grove, 1, 3.5, 620, 41.9296987, -87.8467812
Starbucks, OPERATIONAL, 1430 West Taylor Street, Chicago, 2, 4.2, 841, 41.8694892, -87.6629877
